sport,post_number,poster_name,has_quote,quoted_user,post_text
MLB,1,Jake74,False,,Rockies Ml Padres Ml
MLB,1,Jake74,False,,Rockies Ml Padres Ml
MLB,1,KingScorpio,False,,YTD 2-1 +1.4 Units Pittsburgh Pirates vs. Atlanta Braves Paul Skenes 10-10 1.97 era vs. Bryce Elder 8-11 5.30 era Pick ATL ml -120 San Francisco Giants vs. Milwaukee Brewers Adrian Houser 8-5 3.31 era vs. Carlos Rodriguez 1-0 6.52 era Pick MIL ml -140 GL
MLB,2,xbigpappa,False,,
MLB,3,xbigpappa,False,,"Giants 4-0 in spring, Brewers 0-4? why are the Brewers -140? Is there something I need to know before I send it in?"
MLB,4,KingScorpio,False,,Final PIT 1 ATL 3 Final SG 12 MIL 13 2-0 +2 Units YTD 4-1 +3.4 Unitd
MLB,5,PUSSYGALORE333,False,,
MLB,1,KingScorpio,False,,YTD 2-1 +1.4 Units Pittsburgh Pirates vs. Atlanta Braves Paul Skenes 10-10 1.97 era vs. Bryce Elder 8-11 5.30 era Pick ATL ml -120 San Francisco Giants vs. Milwaukee Brewers Adrian Houser 8-5 3.31 era vs. Carlos Rodriguez 1-0 6.52 era Pick MIL ml -140 GL
MLB,2,xbigpappa,False,,
MLB,3,xbigpappa,False,,"Giants 4-0 in spring, Brewers 0-4? why are the Brewers -140? Is there something I need to know before I send it in?"
MLB,4,KingScorpio,False,,Final PIT 1 ATL 3 Final SG 12 MIL 13 2-0 +2 Units YTD 4-1 +3.4 Unitd
MLB,5,PUSSYGALORE333,False,,
MLB,1,fubah2,False,,"Fubah's risky baseball bets After taking 2 years away from ""the boys of summer"" to coordinate worthwhile housing projects in my community, I am back....albeit I am rusty with my MLB capping mechanics so don't even think of tailing these... ** Always listed pitchers at the time of my post.** All my posted bets will be recorded as if betting to win one unit - even though I often bet far greater sums than one unit! Some bets will be posted as *BB (Best Bets)** I'll be posting some live action bets and you can be sure that after I post a bet, if I then discover a key HITTER is being held out, I will try for a buy back bet - as I really hate those last minute surprises. ** All my MLB bets in this one thread ONLY. First bets of the season... Tuesday, April 30: (most of these are from Pinnacle) Marlies -135BlewITJays -130Cubbies +110Twinkies -170 *BB (considered a heavy bet in my capping)Nats +130Phillies -135Dodgers -110 *BBBraves -125 *BB"
MLB,2,fubah2,True,GoldenGrants720,WTF with spam?
MLB,3,Wikary,True,fubah2,Good luck
MLB,4,fubah2,True,fubah2,Adding: Wash/TEX over 8 +100 (almost made this a *BB)
MLB,5,fubah2,True,fubah2,Bummer....off to a rocky start. Marlies tagged for 5 in top of the 1st against a good SP.... BlewitJays and Cubbies trailing early as well
MLB,6,fubah2,True,fubah2,My 2 dog bets lost....and the BlewitJays......well....they blew it. My over 8 pushed. But got wins with Marlies and my *BestBet on Twinkies. Need to win at least 2 of the late games to avoid a bad first day
MLB,7,fubah2,True,fubah2,"....but lost 2 of the 3 late games, including *BBs First day results: 3 - 5 - 1 -2.65u (1 - 2 *BB) Tweaking some stats to use for day 2... back later... BoL with your bets today, gents!"
MLB,8,fubah2,False,,"Wednesday, MAY 01: Phillies -222 *BB (pinnacle)"
MLB,9,fubah2,True,fubah2,Cinci/SD over 7 -142 *BB alt-total pinnacle
MLB,10,fubah2,True,fubah2,Cubs/NYM und 8 -136 alt-total pinnacle
MLB,11,fubah2,True,fubah2,and Wash/TEX un 9 -108 alt-total pinnacle
MLB,12,fubah2,True,fubah2,adding Bosox -140 *BB
MLB,13,fubah2,True,fubah2,Line on DODGERS at Bet365 just fell 20 cents ... I'm on it.. Yamamoto/Montgomery... adding DODGERS -134 *BB
MLB,14,fubah2,False,,LAD slugger Ohtani getting the day off!......also good hitter Will Smith will rest too!
MLB,15,KellyM_1964,True,fubah2,@fubah2 did u know those 2 dodgers r out tonite before making that bet ??
MLB,16,fubah2,True,KellyM_1964,"@KellyM_1964 Yes, actually. It does shake things up but But I like the Dodgers against lefties as opposed to DBACKS against very good righthanders."
MLB,17,fubah2,False,,"Cleveland +164 at pinnacle and I grabbed it. Of course, there's NO GUARANTEE it wins. But I give Cleveland close to a 50/50 shot here so this is a value bet. They definitely have the better team, with a slight edge at the plate and a big edge from the pen......question marks surround the SPs.... I make it almost even...."
MLB,18,fubah2,False,,"Wednesday, MAY 01: W Phillies -222 *BB W Cinci/SD over 7 -142 *BB W Bosox -140 *BB"
MLB,19,fubah2,True,fubah2,W Cubs/NYM und 8 -136W Wash/TEX un 9 -108
MLB,20,fubah2,True,fubah2,W Cleveland +164 pending .... Dodgers -134 *BB
MLB,21,fubah2,False,,"Wednesday, MAY 01: W Phillies -222 *BB W Cinci/SD over 7 -142 *BBW Bosox -140 *BBW Cubs/NYM und 8 -136W Wash/TEX un 9 -108W Cleveland +164W Dodgers -134 *BB = 7 - 0 +7.64u (4 - 0 *Best Bets)"
MLB,22,KellyM_1964,True,fubah2,@fubah2 nice call there
MLB,23,KeyElement,False,,@KellyM_1964
MLB,24,fubah2,True,KellyM_1964,"Thanks, bud"
MLB,25,Fuse,False,,
MLB,26,fubah2,True,fubah2,"NYY/Balt For the series, I have these two pegged at a combined 9 runs between them (with NYY holding a small edge) ....BEFORE accounting for the SPs each will face and how that might impact their scoring... Monday: the SPs were combined better than average so I felt the runs would total less than 9 runs......they combined for 2 Tuesday: the SPs were combined VERY GOOD! so I felt the runs would total less than 9 runs......they combined for 6 Wednesday: the SPs were combined only slightly better than average....but given the slump in run scoring on both teams, I still felt the runs would total less than 9......they combined for 2 Thursday: I will still assess those offenses capable of around 9 runs combined on a warm afternoon, but those bats will each face GOOD starters with GOOD pens to back them up. Three straight unders could mean they are due to go over 9 even if their offenses aren't indicative...Nevertheless, I'll play the odds here... NYY/Balt un 9 -110"
MLB,27,fubah2,True,fubah2,"LIVE BET: end of 4th, 3 - 1 O's.... ORIOLES -295"
MLB,28,fubah2,True,fubah2,"Well poop....Top of the 8th and it's 7 - 2 already so it's likely I will lose the under, as I can't win it. On the flip side, if the O's hang on with a very decent BP, I should get my live bet on them to just about break even for the day"
MLB,29,fubah2,True,fubah2,Whew....escaped a possible loser total with a push. Up +1 unit so far on the day but possible bet on evening game
MLB,30,wildwelder303,False,,
MLB,31,fubah2,True,Fuse,"Thanks, Fuse! BoL with your bets today!"
MLB,32,fubah2,True,fubah2,Late game: Currently leaning toward an OVER bet but using an alt-line....waiting to see gametime lineups since a resting/injured hitter can dampen the chances of any OVER bet...
MLB,33,fubah2,True,fubah2,Damn. Forgot to post my bet on the over.........
MLB,34,fubah2,False,,"Interesting stats for Friday, May 03... PIRATES are -185 heavy home favs vs Rockies....but look at their game runs scored going back 5 full series: 3 1 1, 1 2 1, 4 2 2 5, 0 4 2, 1 2 0 = avg just 2.0 rpg"
MLB,35,fubah2,False,,Twinkies were just 7 - 13 over their first 7 series to start season....but on a HOT 10 - 0 streak since! ......AND scoring 86 runs during this 10 game stretch!
MLB,36,Moose6836,False,,Twins today and every day!!! Keep riding them!!! 2024 American League central division champions!!!
MLB,37,fubah2,True,Moose6836,Yes..... 86 runs scored during this recent 10 game stretch!
MLB,38,fubah2,False,,"The mighty YANKEES are home to face the Tiggers... Ater whacking Brewers on 2 consecutive days with 15 runs each, Yankees have since scored @Baltimore just 0 2 2 2 Prior to that they had scored only 22 runs over 7 most recent home games - and those were below avg opponents (avg 3.1 rpg) Tiggers meanwhile scored 30 in most recent 6 game road series for a solid 5.0 rpg!"
MLB,39,fubah2,False,,"Risky bets Friday, May 03: (most from Pinnacle) Milw/Cubs ov 7 -146 *BBTor/Wash un 10 -168Tex/KC un 9 -108SD/AZ un 9 -111 *BB"
MLB,40,fubah2,False,,adding: (from pinnacle) Mets +117 *BB Tiggers +142 ............ value bet on a likely coin-flipper
MLB,41,Moose6836,False,,What about twins??? Keep riding them this weekend/homestand? May is tough month against strong teams
MLB,42,fubah2,False,,adding: Royals -110 *BBAstros -113 *BBBosox -102 *BB
MLB,43,fubah2,True,Moose6836,"My TWINKIES?? Hmmmm, naahhh...not in G1.....I have the bats rated pretty close to dead even, but a sizable edge on the mound goes to Bosox this time. But Saturday looks much better for Minnesota, imo."
MLB,44,Moose6836,False,,Do they win central division? I think they do! Sleeper to win World Series?
MLB,45,fubah2,True,Moose6836,"Hmmm, even barring key injuries, that looks to be a close call as that div outside of CWS, looks very competitive!"
MLB,46,fubah2,False,,adding: Oak -132 *BB Leaning to BlewitJays but want better odds....current line too high
MLB,47,fubah2,False,,"GIANTS' runs scored in most recent 6 games: 3 3 3, 0 2 3 Meanwhile their opponents, Phillies, have scored 53 their recent 10 game stretch - all on the road - and 51 runs in their 10 home games prior to that......an avg of 5.2 rpg their last 20 games!"
MLB,48,fubah2,False,,I'm staying away from the CWSW/Cards game today because the CWS have nothing to lose so they're throwing some new starter into the firepit...
MLB,49,fubah2,True,fubah2,Looking forward to the Braves/Dodgers late game! Two of the better offenses facing not so great starters
MLB,50,fubah2,False,,"Although they are facing the weakass ROCKIES, the hometown PIRATES have scored only a measly 31 runs over their last 16 games!"
MLB,51,Coloneljim,False,,Good luck thanks for the info.
MLB,52,fubah2,True,fubah2,"First BIG FAT LOSER of the day..... more to come? Maybe. But I'm playing the odds, which means there will always be a significant percentage of losses."
MLB,53,fubah2,False,,"Astros current 5 game home stand, they scored12 8 10 2 8 a whopping 40 runs in 5 games!! ....BUT....they face a tough Mariner defense who have only yielded 25 runs their last 12 games. (Atlanta, Arizona, Texas, and Colorado)"
MLB,54,fubah2,True,Coloneljim,BoL with your bets this weekend.
MLB,55,fubah2,False,,CUBBIES..... looking like they could get their ACE back for a start on Monday!
MLB,56,fubah2,False,,Looking likely I lose my METS play against weakass Rays....
MLB,57,fubah2,True,fubah2,Almost a 2.35 hr rain delay in Cinci....wonder how much longer before they call it
MLB,58,fubah2,True,fubah2,And through 8 innings vs the weakass Rockies.....just 3 measly hits and NO runs....
MLB,59,fubah2,True,fubah2,Bottom of the 9th and still PIRATES haven't scored or got more than 3 hits (to 12 for weakass Rockies)....but they have a runner on 2nd with only one out!!! Pirates may actually score a run yet!!
MLB,60,fubah2,True,fubah2,Lost the under 10 as they erupt for 7 runs combined the last 2 ip. But glad I did not bet the BlewitJays!!!
MLB,61,fubah2,True,fubah2,So.....looking like I am on track to lose at least 8 of my 10 bets today.
MLB,62,Coloneljim,False,,Get it all back today plus a little extra. Good luck on your plays sir
MLB,63,fubah2,False,,"I won a couple bets late and salvaged a mediocre 5 - 5 -1.16u (4 - 3 *BB) Quite a few coming today too... Saaaturrrdaaaay, in the park... Tiggers again, +147 pinnacle.....again a 50% shot on a coin-flipper and UNDER 8 -126 ...gamble that NYY stays in their slump against GOOD p with both teams having GOOD pens! BoL with your bets today, fellas!"
MLB,64,Moose6836,False,,Keep riding the Twins!!!
MLB,65,fubah2,False,,"adding: CWS/STL un 8 -112 Mil/CUBS un 9 -131 alt-total *Yesterday I had the Brewers/CUBS figured at 8.8 total runs from a pitching assessment for the game at net zero (no edge either way, and none to either over or under)....they combined for only 4 runs despite mediocre pitching. Today I see NET good pitching, and have the pitchers being assessed for minus 1.5 game runs from my assessment of offenses ....so I figure 7.8 game total....Thus, under 9 on the alt-line at a reasonable juice just makes my criterion for a bet. BoL with your bets today, fellas!"
MLB,66,fubah2,False,,"Nats +147 *BB ..... another ""coin-flipper value bet"" with the homies getting significant plus money vs a team struggling to win, and NATS may even have a slight edge here anyway! BoL with your bets today, fellas!"
MLB,67,fubah2,True,Moose6836,Might do...... depends on gametime lineups
MLB,68,fubah2,True,fubah2,Heavy fav though
MLB,69,Moose6836,False,,RL
MLB,70,fubah2,True,Moose6836,Pending the pre-game lineups maybe......but DG after NG is always a concern as to lineup changes so will hold off until I know what's up for sure
MLB,71,fubah2,False,,"Pirates?? Although they are facing the weakass ROCKIES again, the hometown PIRATES have scored only a measly 33 runs over their last 17 games ....and lost to the weakass Rockies, as they can't seem to get beyond 2 runs unless by fluke... This is their pathetic run production since a homestand began vs Bosox: (v.Bos) 1 2 1, (v.Milw) 4 2 2 5, (@SF) 0 4 2, (@Oak) 1 2 0, (v.Colo) 2 That's 2 or less runs in 11 of their past 14 games!! At some point their slump will end and they could explode for 3 or maybe even 4 runs! Maybe today! Who knows. But until they break the slump I am off their games."
MLB,72,fubah2,False,,"Was wanting to grab Oakland as a fair/marginal bet but the line jumped, so I'm off it, unless it comes back down to low -120's again. ORIOLES +100 *BB Two good starters on the mound but the Orioles have a slight edge there AND in the BP...They hold a thin edge at the plate too, but facing a lefty is their strength (at least statistically thus far) and that bumps up their plate expectation even more in my handicapping style. So I have the ORIOLES (9 - 4 roadie!) with the key edges: mound and plate .....and they are getting even odds!! No guarantee it wins of course, but it's good value going in so I'll play the odds..."
MLB,73,fubah2,False,,"SD/AZ over 8 -134 alt-total *BB *DBACKS are a high scoring team at home, albeit mostly v. lefties. Their opps score bigly too! DBACKS face a PADRE righty today but he is on the bad side of mediocrity, so I anticipate the DBACKS score a few at least - maybe 4 or 5. Padres lit up a the score board last night which they can when facing a righty. They face a righty again tonight! I anticipate at least 4 or more runs from them. I am expecting at least 8 game total, but probably 9 or 10 BoL with your bets today, fellas!"
MLB,74,fubah2,True,fubah2,"Tied at 1 apiece after 1......But I think the NYY are going to break their slump now that they ran up 3 hits in the inning! Buyback bet, LIVE ACTION: NYY -175 *BB"
MLB,75,fubah2,False,,"NYM/TB over 7 -142 alt-lines *BB Last night these two offenses faced NET ZERO pitching to start the game and finished with a 10 - 8 final score.Tonight I have them again with nearly another NET ZERO status on the mound, so I expect their offenses to enjoy some more fun! Taking the 7 alt-line is just a little added cushion as I can only lose with 6 or fewer runs and I really don't see that happening. I might even cover this over before the end of the 6th inning........."
MLB,76,fubah2,True,Coloneljim,Well with YANKEES getting their groove back early in the game I'll happily take a split if I can get it... BoL with your bets this weekend
MLB,77,fubah2,False,,5 - 3 Yankees means I will lose my under 8 for sure.....grrrr
MLB,78,fubah2,True,fubah2,CWS looking good with 2 runs off 3 hits as we move to the top of 4... I have the CARDS figured for only 3 runs for the game - maybe 4 - facing a VERY GOOD Feddie! ...LIVE BET: CWS -195
MLB,79,fubah2,True,fubah2,adding Tex/KC OVER 8 -120 *BB
MLB,80,fubah2,True,fubah2,"Regardless how the game ends, it's my opinion I can now count today's 9 hit/5 run performance v. a GOOD SP for Detroit backed by a good pen, to be a likely end to their recent batting slump..... All teams go through it eventually....It may resurface later. But for now I am resuming full YTD run scoring avgs for the NYY in my mightly capping...."
MLB,81,fubah2,True,fubah2,"LUCKY BREAK for me..... @YANKEES, no further scoring the last 5 innings and I *escape* with a lucky push.... But that will be short lived as CARDS scored 5 runs to end any chance of winning my under 8 there and throwing my LIVE BET on CWS in huge jeopardy......afterall, CWS aren't 1 - 14 on the road by fluke.....they deserve it....."
MLB,82,fubah2,True,fubah2,Well the CARDS tied it at 5 and they are hanging around now and I bet the WhiteSox fuckitup again...LIVE BUYBACK BET mid 8th: Cards -200
MLB,83,Moose6836,False,,12 in a row for twins!!!
MLB,84,fubah2,False,,CWS take the lead 10th inning at St.Louis... bottom of the 10th I'll take my chances that CARDS win it: LIVE BET CARDS -135
MLB,85,fubah2,False,,6th inning and still the PIRATES can't score!!!
MLB,86,fubah2,True,fubah2,They score!!!! one
MLB,87,fubah2,False,,All these rain delays are no fun
MLB,88,fubah2,True,fubah2,Weather reports suggest the storms will pass St. Louis soon and they can resume.
MLB,89,fubah2,True,fubah2,They were suggesting restart by 6:30pm CDT.....but nope..... Thinking they should suspend it and resume prior to Sunday's game.....
MLB,90,fubah2,True,fubah2,ORIOLES!!
MLB,91,fubah2,True,fubah2,Well that bites..... missed opp when I didn't get a bet down on Oakland before the line jumped. Naturally they score 20 runs.....
MLB,92,KellyM_1964,True,fubah2,u shouldve bet on those athletics
MLB,93,fubah2,True,fubah2,"Sunday, May 05: (overnight lines at pinnacle) Cleveland -129 *BB Mets +110 *BBBosox +151 *BBCubbies +111 *BBOakie -126 *BBPadres +107 *BBPirates -147Orioles -101Phillies +105"
MLB,94,fubah2,False,,adding Bos/Minn under 8 -119
MLB,95,Zeus4par,True,fubah2,GL but Twins might score 6 or 7 themselves today
MLB,96,Moose6836,False,,Gotta keep riding twins-get the sweep and make it 13 in a row!!!
MLB,97,fubah2,True,Zeus4par,Always possible I suppose but we'll have to wait and see.... It is not a *Best Bet for me
MLB,98,fubah2,True,fubah2,SF/Phillies ov 7 -143 *BB
MLB,99,KellyM_1964,True,fubah2,gl today i am tailing u on oakland
MLB,100,KellyM_1964,True,fubah2,gl today i am tailing u on oakland but wont go against the twins just yet
MLB,3776,Europa,False,,Yamamoto deserves WS MVP.
MLB,3777,fubah2,True,Europa,Done
MLB,3778,JJWoods,False,,"Thank you for the season! Your first half was fantastic work. Thanks for sharing, total class act and I’ll see ya in the NCAAB Forum Brotha aloha Fubah"
MLB,3779,Europa,False,,@fubah2 I feel great for Magic and Dodgers winning WS.
MLB,3780,fubah2,True,Europa,"Congratulations to my Dodgers for consecutive World Series titles! Final YTD: 177 - 115 60.6% +28.47u* *Note: 2025 final picks record, counted at one unit every pick because this is a record of handicapping skill (or lack thereof) - not a record of how much money (unit$) I claim to bet - despite the fact that, like almost everyone else, I do frequently bet much more on some than others."
MLB,3781,RayRayK,False,,Fantastic series that I made some money - Stayed away from game 7 and just enjoyed it. Brutal loss for Toronto
MLB,3782,fubah2,True,RayRayK,Absolutely one of the best of our lifetime.
MLB,3783,Zeus4par,True,fubah2,"@fubah2 Congrats to you, Fubah, for another very profitable baseball season!"
MLB,3784,HarDix,False,,"Fantastic series, and I go out the KING of Covers because of my epic megabet on the Dodgers to win the World Series."
MLB,3785,fubah2,True,HarDix,"Game 7, extra innings... LAD outlast the Jays"
MLB,3786,fubah2,True,fubah2,A fine season. Already looking forward to next May!
MLB,3787,fubah2,True,fubah2,Lot of prepatory work to do....
MLB,3788,fubah2,False,,The mighty RAYS return home! The team announced Wednesday it will return to an updated Tropicana Field for the 2026 season after playing their entire 2025 home schedule at Steinbrenner Field in Tampa
MLB,3789,fubah2,False,,"First baseman Josh Naylor and the Seattle Mariners are in agreement on a five-year contract, sources told ESPN on Sunday, reuniting one of the best free agent bats available with the team that made re-signing him its top offseason priority."
MLB,3790,fubah2,False,,"Gambling fraud! NEW YORK -- Cleveland Guardians pitchers Emmanuel Clase and Luis Ortiz are facing a May trial on federal charges that they took bribes to help gamblers betting on their pitches. U.S. District Court Judge Kiyo Matsumoto on Tuesday said jury selection would tentatively begin May 4 in Brooklyn federal court, with the trial opening the following week or sooner. According to prosecutors, the two accepted thousands of dollars in bribes to help two unnamed gamblers in their native Dominican Republic win at least $460,000 on bets placed on the speed and outcome of their pitches."
MLB,3791,trust-me,False,,@fubah2 Great way to bet!
MLB,3792,fubah2,True,trust-me,They could've made a fortune illegally had they not got caught.
MLB,3793,fubah2,False,,Ohtani MVP award card sells for record $3 million
MLB,3794,fubah2,False,,"2025 final bets wrap up: Oct. 16: L LA Dodgers -158 @pinnW LIVE hedge BET bottom 2nd, BREWSKIES +155 @B365Oct 24:W TORONTO g1 +110Oct 27:W Dodgers -192 *BBNov 01:W LAD TT ov 2.5 -330 *BB = 4 - 1 +3.07u [2 - 0 *BB] Final 2025 YTD: 177 - 115 +28.47u 60.6% O/U: 46 - 20 69.7% [23 - 5 overs! 82.0%] *Note: 2025 final picks record, counted at one unit every pick because this is a record of handicapping skill (or lack thereof) - not a record of how much money (unit$) I claim to bet - despite the fact that, like almost everyone else, I do frequently bet much more on some than others."
MLB,3795,fubah2,False,,"GREED Left-hander Tarik Skubal and the Detroit Tigers failed to reach a contract before Thursday's deadline to avoid arbitration, setting up a showdown in which the two-time reigning American League Cy Young winner is seeking a RECORD $32 million in salary arbitration."
MLB,3796,fubah2,False,,OF Max Kepler banned 80 games for violating MLB's drug program
MLB,3797,Moose6836,False,,Thoughts on twins over/under 73.5 wins? Thinking taking the over 73 wins. Twins are perfect but low candidate!!! What about +700 for division?
MLB,3798,fubah2,True,Moose6836,"@Moose6836 Hmmm...interesting. I expect some improvement but not a lot, so I dunno about a division title....longshot....maybe a couple bucks for fun....However I do see them reaching 75+ wins and I like the over"
MLB,3799,fubah2,False,,"Former Met, Pete Alonso homered in his spring training debut for the Baltimore Orioles, providing the only runs in a 2-0 exhibition victory over the New York Yankees on Friday. In his third plate appearance Alonso pulled a first-pitch curveball over the fence in left-center field against right-hander Bradley Hanner in the sixth inning."
MLB,3800,PUSSYGALORE333,False,,gonna be any sammy sosa corked bats this year?
MLB,1,PUSSYGALORE333,False,,projected season win totals w. sox 54- colo 59- mia 63- will likely be fading w.sox with some chase methods last year oak was involved and maybe they did ok but if i recall right VERY DANGEROUS
MLB,2,PUSSYGALORE333,False,,play #1 thursday LAA (-154) 50 win 32.47 no listed as far i i know
MLB,3,D-Town,False,,Good luck PG.
MLB,4,DoYouMind69,False,,No listed? Kikuchi and Burke I kinda like Pale Hose here
MLB,5,PUSSYGALORE333,False,,@D-Town @DoYouMind69 this is just a chase so the RISK may grow as we lose CAN'T LIST BECAUSE i don't want to be voided like i said the RISK grows fast on a chase so likely if lose just keep playing to get back to zero and start over
MLB,6,PUSSYGALORE333,True,PUSSYGALORE333,never gonna list starters current line (-164) at 310pm eastern game time is 411 pm eastern
MLB,7,PUSSYGALORE333,True,PUSSYGALORE333,"( SYSTEM chase and win a game ""IF YOU LOSE ONLY BET TO GET BACK TO ZERO"") and start over........... well FADE w.sox W L {should be even at this point} alway bet small because lose a few and YOUR RISK becomes HIGH ...."
MLB,8,PUSSYGALORE333,True,PUSSYGALORE333,"MY RECORD IS (-50) but will try and track the ""system for EVERY GAME"" SO SYSTEM IS AT ZERO AFTER 2 GAMES (i see in post #7 fade w.sox then posted W L ) HOPE NOT TO CONFUSE (will be posting what w.sox did)"
MLB,9,Fuse,False,,PG3
MLB,10,bonfire69,False,,
MLB,11,Thinkb4ubet,False,,@PUSSYGALORE333 Angels bet series like a week ago then had wait out rain delay and runners on bottom of 9th. Hope got your system play in.
MLB,12,PUSSYGALORE333,False,,i am still (-50) but chicago W L L WOULD BE PLUS 1 UNIT SYSTEM @Thinkb4ubet PLAYING FADE THE SERIES is most interesting idea what was the series price if you could let me know thanks
MLB,13,Bettorific,False,,@PUSSYGALORE333 you know where the money is you watching braves pads? i playing hard just not posting
MLB,14,Bettorific,False,,@PUSSYGALORE333 you know where the money is
MLB,15,PUSSYGALORE333,True,Bettorific,i play small but that dang bonus 3 inning tie 200 win 164 TWO OUT WALK BASE HIT SCORE I GOT SORE ASS SOB was doing ok dad gum bonus used at wrong time need win 152 break even unlikely today get em good bettorific
MLB,16,Thinkb4ubet,False,,@PUSSYGALORE333 DK offered 33% boost opening series was -170 so I got -128 yeah series angle might be safer and might get a in game run line hedge\middle spot third game of a series.
MLB,17,PUSSYGALORE333,True,PUSSYGALORE333,white sox W L L W system would be up 1 unit playing a game 2 to get even (ME I AM STILL -50)
MLB,18,PUSSYGALORE333,False,,SYSTEM is plus 1 unit fade w.sox won tuesday to get back to ZERO 210 pm eastern wed will be a game 1 to win a unit (ME STILL -50)
MLB,19,PUSSYGALORE333,False,,SYSTEM PLUS 2 UNITS next play is a game 1 to win a unit FRIDAY 110 PM EASTERN at det
MLB,20,Bettorific,True,PUSSYGALORE333,
MLB,21,PUSSYGALORE333,False,,got go run errands in a bit cannon white sox they said 3 walks and 2 hit by pitch bottom 3rd minn just took 2-1 lead (tied flaherty ov 4+ so with minn (-213)
MLB,22,bonfire69,False,,
MLB,23,PUSSYGALORE333,False,,SYSTEM PLUS 3 UNITS fade w.sox saturday 110 pm eastern game 1 to win a unit
MLB,24,KasperNV,False,,
MLB,25,PUSSYGALORE333,False,,SYSTEM PLUS 4 UNITS fade w.sox for a game 1 april 6 sunday at 140 pm eastern at det
MLB,26,Fuse,False,,GL P3
MLB,27,PUSSYGALORE333,False,,SYSTEM PLUS 5 UNITS fade w.sox game 1 410 pm eastern tuesday april 8 (@Fuse how you like them apples) side note (prior to the start i looked at det starter and thought for sure det would lose this one)
MLB,28,PUSSYGALORE333,False,,SYSTEM PLUS 6 UNIT fade w.sox game 1 wed april 9 610 eastern
MLB,29,PUSSYGALORE333,False,,SYSTEM PLUS 7 UNITS { blew a tire} fade w.sox game 1 thursday april 10 1pm eastern
MLB,30,PUSSYGALORE333,False,,couple notes about w.sox and colo if you used -1 runline looks like w.sox would be PLUS 3 units with freaking gm 4 pending for lot a risk ..... colo would be PLUS 6 units with a game 1 pending THAT w.sox note was a bit surprising (side note) w.sox players out Korey lee Tauchman Benintendi look out for a bit
MLB,31,NONEED4LUCK,False,,Good luck box.
MLB,32,NONEED4LUCK,False,,Auto correct
MLB,33,NONEED4LUCK,False,,"If I’m betting the Sox this year, it’s only going to be F5’s. That Pen is terrible and cannot be trusted. Less juice but still tasty @+185."
MLB,34,PUSSYGALORE333,False,,SYSTEM PLUS 8 UNITS fade w.sox game 1 friday april 11 840 pm eastern
MLB,35,PUSSYGALORE333,False,,@NONEED4LUCK wow looks like maybe w.sox have a shot at boston boston score 2 2 1 last three games but w.sox missing a few players good luck
MLB,36,PUSSYGALORE333,False,,side note boston has not scored shit lately system is up 8 units { I WOULD LOWER UNIT SIZE }.....expect we may have a game 2 to get even or worse coming up ... likely lot of inning bets to go under or tie JUICE LIKELY WILL BE 2 HIGH
MLB,37,Coloneljim,False,,Can the Phillies-Cardinals score 8 runs tonight? Maybe ...What you say PG????
MLB,38,PUSSYGALORE333,False,,@Coloneljim sorry no clue here i depend on homework from guys like you and the good pickers hope you win your philly -118 bet tonight i try and ck you when i can BEST OF LUCK
MLB,39,Coloneljim,False,,@PUSSYGALORE333 You're the best PG
MLB,40,PUSSYGALORE333,True,PUSSYGALORE333,SYSTEM STILL UP 8 UNITS but the shit starts now... hope if you do this you lowered your unit size i did not play this but I TRACK THE SYSTEM
MLB,41,PUSSYGALORE333,False,,SYSTEM PLUS 8 UNITS game 2 bet to get to zero fade w.sox saturday april 12 410 pm eastern (personally i would pass or play w.sox on this one) fwiw
MLB,42,PUSSYGALORE333,False,,SYSTEM PLUS 8 UNITS game 3 bet to get to zero fade w.sox sunday april 13 210 pm eastern (this could get ugly i am not playing it) BUT TRACKING THE SYSTEM (side note you would thinks some unders work)
MLB,43,PUSSYGALORE333,False,,SYSTEM PLUS 8 UNITS (whew back to game 1) fade w.sox game 1 tuesday april 15 740 pm eastern
MLB,44,PUSSYGALORE333,False,,SYSTEM PLUS 9 UNITS fade w.sox gm 1 wed april 16 740 pm eastern (personal note worst is a game 3 so far)
MLB,45,PUSSYGALORE333,False,,SYSTEM PLUS 10 UNITS fade w.sox game 1 thursday april 17 210pm eastern
MLB,46,PUSSYGALORE333,False,,SYSTEM PLUS 11 UNITS fade w.sox game 1 friday april 18 710 pm eastern
MLB,47,PUSSYGALORE333,False,,SYSTEM PLUS 12 UNITS fade w.sox game 1 saturday april 19 410 pm eastern
MLB,48,PUSSYGALORE333,False,,SYSTEM PLUS 13 UNITS (yikes) fade w.sox game 1 sunday april 20 135 pm eastern
MLB,49,Coloneljim,False,,System plays working out just fine Good luck on the Sunday play
MLB,50,Fuse,False,,PG
MLB,51,PUSSYGALORE333,False,,colonel and fuse sorry i did not put a WARNING SIGN UP because of houck numbers on 4-14 but just got here and looking at espn log he held his own through 6 innings company coming today will ck back but looks like a loss BIG JUICE if ml down 7-4 with 6 outs to go
